method,seed,intent_id,intent_name,feature_id,test_intent_support,active_test_ids,top_k_observed,top20_intent_purity,top20_locale_entropy,cross_locale_stability,heldout_auc,validation_auc,validation_stability,top_ids
BatchTopK SAE,20260827,19,recommendation_locations,5771,31,106,20,0.7,0.6098403047164004,0.4865911955463744,0.8636308719672258,0.8245840504876648,0.4539490019088386,11778|11802|11959|11947|12019|12409|11678|11942|11706|12066|9137|11628|15634|12526|11796|11751|14189|6352|12930|13318
BatchTopK SAE,20260827,20,play_audiobook,7467,41,105,20,0.15,0.9709505944546686,0.48086306217858016,0.5821743731615656,0.5516000859106529,0.4982322665913899,3011|608|11366|11459|6596|16056|16947|16318|3562|10579|5911|11423|16961|9815|3031|16886|3894|9116|9827|11505
BatchTopK SAE,20260827,21,lists_createoradd,219,39,82,20,0.15,0.0,0.6266865982620601,0.7700317777135804,0.7173455727672595,0.7454423347730376,11023|10427|10757|10940|10756|10538|11085|10508|10430|10790|10812|10895|10825|10433|10979|10776|10031|10887|11168|10513
BatchTopK SAE,20260827,22,news_query,487,124,401,20,1.0,0.28639695711595625,0.7631563243915787,0.9073941744929903,0.864274336283186,0.7726119375401683,15214|3060|2315|178|2651|424|5270|2496|441|3603|1474|5930|1061|2594|3624|3039|5286|2203|5297|3605
BatchTopK SAE,20260827,23,alarm_query,6216,34,33,20,0.1,0.934068055375491,-0.004940857223483387,0.5687076466578451,0.9914236706689536,0.8419951149250539,15185|2082|4121|8261|13363|1617|3750|9014|7971|2355|1593|7981|12987|15518|5955|7278|11841|4130|12716|8857
BatchTopK SAE,20260827,24,iot_wemo_on,1470,10,71,20,0.0,0.8812908992306927,0.1544120109208032,0.48799864773495605,0.49829642248722317,-0.002929037575583619,999|4249|3993|17011|665|10076|1993|5014|14481|2164|15155|1072|5958|11162|1090|1374|7956|41|9620|12987
BatchTopK SAE,20260827,25,general_joke,4711,19,91,20,0.75,1.0,0.7660289259464153,0.9726222983705448,0.9998580352072687,0.8035812874040827,2721|6147|412|4217|1256|4982|1372|4216|494|5952|1158|6517|527|13074|1579|4913|8672|411|12008|13400
BatchTopK SAE,20260827,26,qa_definition,147,57,143,20,0.8,0.9709505944546686,0.37562196691825456,0.733762437698506,0.6815434134086985,0.4896320695774148,13689|13761|14429|13714|14622|14347|14150|13705|12982|14995|13361|14700|13165|15127|13242|13908|13863|13625|10125|14794
BatchTopK SAE,20260827,27,social_query,2270,25,202,20,0.3,0.8112781244591328,0.263982495187678,0.7181311586816174,0.6734215017064847,0.512159790490281,11426|15304|15321|11339|15326|15444|11858|15249|15177|15508|15333|15337|15345|11536|783|11862|3513|1811|576|3398
BatchTopK SAE,20260827,28,music_settings,3499,6,5,5,0.0,0.0,0.0,0.4991559756920999,0.4991482112436116,,13166|9971|4955|4547|2903
BatchTopK SAE,20260827,30,calendar_remove,9169,67,308,20,0.4,0.6098403047164004,0.7792204975200854,0.970108094481059,0.9696386407966329,0.8193683252375239,8888|10828|7836|10743|8732|8856|10565|10527|4833|7295|10887|11168|11164|10590|8516|10674|10444|6918|8769|10462
BatchTopK SAE,20260827,31,iot_hue_lightdim,2489,21,57,20,0.75,0.6098403047164004,0.23733597698161604,0.9024027663321861,0.8164052928203871,0.534020462756466,14|158|3280|3222|964|5988|4896|5349|2263|2350|468|5279|1047|2351|1778|1030|2128|665|2016|702
BatchTopK SAE,20260827,32,calendar_query,68,126,461,20,0.5,0.9709505944546686,0.41274457729305564,0.7043217943992047,0.6235632183908045,0.27970674334356027,7316|7539|7693|7496|8782|10493|10931|15789|11107|8058|16712|7266|15181|7690|14071|10455|8559|16467|7762|15933
BatchTopK SAE,20260827,33,email_sendemail,2039,114,95,20,0.85,0.8812908992306927,0.5503311853710838,0.7993428736522454,0.712927536231884,0.7422488831972167,17011|16995|16314|16622|15796|17143|15756|17123|16496|16375|16005|16605|16028|16851|16282|17043|16532|15809|16891|16103
BatchTopK SAE,20260827,34,iot_cleaning,8527,26,36,20,0.95,0.0,0.7640335314339313,0.9419481775871986,0.8991452991452992,0.934451150119436,864|1059|4043|1924|1151|2434|2960|290|2959|635|292|2903|1575|3841|2517|4201|4240|843|1703|4173
BatchTopK SAE,20260827,35,audio_volume_down,8895,11,23,20,0.0,0.8112781244591328,-0.0031849407491629654,0.49611092323300643,0.5795002839295855,0.8362102340936792,6295|15635|15703|5577|14857|13177|10846|13361|5573|10426|5912|6243|4933|10753|4241|1377|2472|3008|16711|7141
BatchTopK SAE,20260827,36,play_radio,1259,72,125,20,0.95,0.8112781244591328,0.6818344945722118,0.9135685236341314,0.8744574652777779,0.9072904224774748,9326|9520|9361|9321|9317|9353|9212|9225|9408|9542|9394|9601|9561|9250|9384|9237|9362|9471|6013|9216
BatchTopK SAE,20260827,38,datetime_convert,5909,15,64,20,0.25,0.8812908992306927,0.6467641374566563,0.6934078338412912,1.0,0.8886999864675247,944|5332|10125|5333|5497|4845|1803|14787|1120|14822|15055|13639|12402|13223|13761|13102|15032|14241|13684|11180
BatchTopK SAE,20260827,39,qa_maths,1530,25,0,0,0.0,0.0,0.0,0.5,0.4995748299319728,,
BatchTopK SAE,20260827,40,iot_hue_lightoff,733,43,170,20,0.7,0.0,0.27069971662585607,0.9716875372689326,0.9900665807560138,0.7535220483831143,914|3098|2774|2711|4026|6041|651|4346|999|428|2230|4171|3774|4992|2690|997|5157|2965|1774|1454
BatchTopK SAE,20260827,41,iot_hue_lighton,9114,3,9,9,0.0,0.9182958340544896,0.26361401498004955,0.4984822934232715,0.499151103565365,,14382|12951|12294|13986|14490|4461|10497|10338|12256
BatchTopK SAE,20260827,42,transport_query,1057,51,172,20,0.65,0.28639695711595625,0.757564349411513,0.9201671069524827,0.9082998661311915,0.9053440008179606,12366|12354|12618|12634|12446|12245|12402|12281|12252|12835|12437|13215|12436|12873|12813|12430|12339|12802|12722|12452
BatchTopK SAE,20260827,43,music_likeness,3709,36,56,20,0.15,0.0,0.0,0.5472752766408974,0.49914529914529915,-0.0016977928692699605,5258|3178|5912|4998|2610|4241|1940|12381|2387|5199|6683|11470|761|3582|3030|837|6448|4913|12281|11453
BatchTopK SAE,20260827,44,email_query,7714,119,325,20,0.35,0.7219280948873623,0.869823055569666,0.9563373260852253,0.9845679012345678,0.9017244851210688,15942|16005|17043|17069|16780|16613|16914|16373|16851|15968|16459|16593|17042|16630|15966|16622|16603|16838|16846|16916
BatchTopK SAE,20260827,45,play_music,602,176,473,20,0.5,0.8812908992306927,0.5868731705946268,0.9097584006251629,0.9239296012186498,0.7860406412601014,9364|5911|379|2093|5401|1677|2770|5279|4040|2781|9519|3837|3546|1940|4960|5229|2062|3174|2354|5615
BatchTopK SAE,20260827,46,audio_volume_mute,992,32,121,20,0.8,0.934068055375491,0.5371050382174278,0.869135303133515,0.7882063356164385,0.5929341714227839,2205|6166|3582|315|3460|3837|608|6064|3812|5525|2795|189|2206|13346|12104|317|1510|5813|2207|3
BatchTopK SAE,20260827,47,social_post,3658,81,94,20,1.0,0.934068055375491,0.7791092328431438,0.8493459398666648,0.7171439459930313,0.9210281994357709,15401|15556|15508|15166|15177|15503|15670|15548|15488|15592|15459|15706|15472|15402|15518|15456|15647|15557|15731|15448
BatchTopK SAE,20260827,48,alarm_set,5263,41,137,20,0.7,0.0,0.19198026108899544,0.8556750856200055,0.7900180562097661,0.8816701823508656,5082|2288|5365|5635|174|3761|939|1509|612|5623|2957|3418|5902|533|1982|1719|2166|4654|2334|5204
BatchTopK SAE,20260827,49,qa_factoid,4690,141,16,16,0.6875,0.954434002924965,0.5442034897332604,0.5381390693088681,0.6215699404761905,0.547163868791122,14877|15055|738|790|14316|14884|14096|14015|14653|13383|2203|13853|13798|13997|5134|7981
BatchTopK SAE,20260827,50,calendar_set,8362,209,256,20,0.55,0.4689955935892812,0.7726782800644835,0.7289202280141026,0.7215397727272728,0.8446771900430806,6431|7851|8766|6968|6946|7055|7919|9103|8553|8073|6959|7039|7596|6726|8345|6744|8302|8415|8562|5370
BatchTopK SAE,20260827,51,play_game,419,35,49,20,0.9,0.8112781244591328,0.353682981049893,0.7977984511226925,0.8737650343642612,0.6767414850134539,10308|10288|10357|10355|10317|10292|10319|10321|6633|10247|10346|10339|10276|10268|10365|10333|10366|13372|7889|10260
BatchTopK SAE,20260827,52,alarm_remove,7989,21,250,20,0.35,0.0,0.7890414538955857,0.9892061337599173,0.9792380136986301,0.9100461912492752,862|1862|1635|1509|4121|4851|1646|5292|2168|5365|1454|1774|2985|174|6162|5006|861|920|8867|399
BatchTopK SAE,20260827,53,lists_remove,2964,52,100,20,0.45,0.0,0.2647264378740629,0.6910249815342407,0.6709752511639305,0.31373091408620385,10915|10712|10808|11238|10636|10590|10816|11162|11157|10828|10512|11166|10430|10940|10565|10970|8856|10792|10568|10508
BatchTopK SAE,20260827,54,transport_taxi,3325,23,79,20,0.95,0.934068055375491,0.751525199142301,0.9769543072266922,1.0,0.9704041261491136,12299|12161|12212|12710|12213|12745|12844|12608|12383|12553|12329|12121|12905|12244|12377|12779|12558|12452|16797|12716
BatchTopK SAE,20260827,55,recommendation_movies,2615,20,97,20,0.75,0.9927744539878083,0.49922474595272187,0.9217944369063773,0.9997160704145371,0.7493237008598211,11920|11600|11633|11987|13181|6621|11871|11812|11636|11990|11634|11744|6376|11858|11862|11695|11861|14229|13575|11954
BatchTopK SAE,20260827,56,iot_coffee,2061,36,63,20,1.0,0.8112781244591328,0.8708441001716672,0.9716537820221313,0.9999286529680366,0.9532652034052398,4244|3568|4084|2512|4988|1276|2026|3321|6034|5917|2753|2868|448|3418|6061|3323|6060|2733|2812|3320
BatchTopK SAE,20260827,57,music_query,3779,35,243,20,0.65,0.934068055375491,0.7542237095700498,0.9101066679655156,0.8441384585962899,0.728480505541956,2387|1807|5250|4998|2373|2365|1940|4428|4560|761|4086|484|3178|5261|1872|3741|5531|1622|3433|1777
BatchTopK SAE,20260827,58,play_podcasts,5471,63,109,20,1.0,0.4689955935892812,0.553149305431812,0.9105810999098434,0.824698275862069,0.8450501367369965,11409|11539|11459|11376|11296|11420|11270|11341|11474|11490|11476|11259|11345|11318|11505|11458|11353|11470|11361|11339
BatchTopK SAE,20260827,59,lists_query,4164,51,96,20,0.35,0.9709505944546686,0.23955740560246955,0.7250902417874933,0.7822224944866455,0.5876929197171888,10858|10588|14549|11075|11215|11426|10667|10760|6850|4654|11189|6701|827|6980|5082|17115|11607|7662|10816|10497
BatchTopK SAE,20260828,0,datetime_query,5542,88,256,20,0.7,0.9709505944546686,0.6493175469433797,0.8215001578282828,0.8360869565217391,0.770938289536224,3091|4112|4253|3118|2309|1266|4772|4882|5997|7291|2801|4187|4336|2927|5333|360|4362|5671|8079|4813
BatchTopK SAE,20260828,1,iot_hue_lightchange,4897,36,108,20,0.8,0.8812908992306927,0.6202941274964165,0.8982823631953919,0.7448805460750854,0.7921923205158795,13069|1960|4826|8|4249|3542|12329|3280|263|3387|4248|456|2551|3734|897|2540|2542|13690|3050|1427
BatchTopK SAE,20260828,2,transport_ticket,5261,35,115,20,0.85,0.9927744539878083,0.4668205489595675,0.9689152988164239,0.9613452585150698,0.8560723609577324,5128|12160|12306|12293|12511|12802|12873|12874|12618|12162|12308|12536|12723|6331|12722|12291|12235|12537|12469|12468
BatchTopK SAE,20260828,3,takeaway_query,1171,35,91,20,0.7,0.28639695711595625,0.5326923336699317,0.8954166869611806,0.993792808219178,0.873651708847475,2480|168|132|169|5488|1379|170|3671|3835|1043|2414|3021|5324|5406|3295|3020|4224|1247|5552|2908
BatchTopK SAE,20260828,4,qa_stock,7327,26,78,20,0.8,0.0,0.8542087029629242,0.9599696700308529,0.9640713060524381,0.79766655048288,14644|14475|14904|14820|14544|14253|4606|5016|14926|680|14342|14473|14090|13934|14189|451|13819|14925|14874|2995
BatchTopK SAE,20260828,5,general_greet,4817,1,159,20,0.0,0.0,0.0,0.47320525783619816,0.5,,17135|4492|13705|7820|6701|6562|7912|6663|14820|16361|16467|16589|16777|16455|16225|15785|8846|16354|11186|13908
BatchTopK SAE,20260828,6,recommendation_events,7304,43,54,20,0.6,0.4689955935892812,0.3342670317595923,0.7511786921089246,0.8126471973622232,0.7106128681273474,7113|11770|7946|11782|1546|11767|6720|11585|11904|11911|12008|12098|9471|11616|11875|6663|11999|7026|3408|13044
BatchTopK SAE,20260828,7,music_dislikeness,7521,4,64,20,0.0,0.4689955935892812,0.06674765005483746,0.4892037786774629,0.49872665534804755,,15113|5955|7113|4957|11916|3127|14044|7141|5953|7697|3060|6785|9114|4913|13288|6248|11841|2350|13619|14117
BatchTopK SAE,20260828,8,iot_wemo_off,1866,18,25,20,0.25,0.0,0.0,0.6358568738229755,0.7489370748299319,0.8591511223106526,4154|16693|4201|4240|843|10308|9640|5652|1551|3298|321|16406|4799|11273|4653|2566|9896|7628|9341|3096
BatchTopK SAE,20260828,9,cooking_recipe,368,72,158,20,0.85,0.4689955935892812,0.6306611219463677,0.9372026550030693,0.948103448275862,0.8706485612898254,10099|10206|10100|9966|9941|10177|10171|9962|10132|9930|9980|10621|10226|10105|10078|10164|4554|10107|5017|9961
BatchTopK SAE,20260828,10,qa_currency,6742,39,96,20,0.95,0.28639695711595625,0.8790380559778234,0.9997111116947239,0.9999639561707035,0.9149771720429908,13796|14304|14973|14029|14762|13738|281|14599|14620|14453|13847|13741|13685|13684|14228|13896|13982|14658|14241|14437
BatchTopK SAE,20260828,11,transport_traffic,7828,15,65,20,0.5,0.6098403047164004,0.36218728834997505,0.86334800767581,0.9365335051546393,0.7856056375103628,12289|6295|12717|13215|12413|12442|12736|12693|12685|12838|3|12789|12869|17142|12240|1093|11426|6959|6646|5040
BatchTopK SAE,20260828,12,general_quirky,6258,169,4,4,0.0,0.8112781244591328,-0.0005819920599375582,0.499285459092533,0.5172413793103449,0.9999999999999984,2160|13616|1786|15794
BatchTopK SAE,20260828,13,weather_query,536,156,159,20,0.95,0.6098403047164004,0.8111203380406667,0.8661163694058431,0.9121373767921147,0.9139735862331932,3507|2917|4227|2611|3407|3406|790|2890|1308|1933|4614|6473|2322|4383|2220|3516|4486|764|3614|299
BatchTopK SAE,20260828,14,audio_volume_up,86,13,145,20,0.15,0.4689955935892812,0.6336267476911238,0.871039958349603,0.9426068376068375,0.875253860681457,5221|2796|1352|1715|9902|4653|1639|5481|5611|3809|3175|4854|3581|4090|3838|15127|443|9881|9726|4831
BatchTopK SAE,20260828,15,email_addcontact,7109,12,135,20,0.15,0.0,0.608197644572457,0.9490020297699592,0.9987244897959183,0.8737753355159998,11146|16225|15829|10954|15948|17111|16797|10956|15946|16777|17090|16529|16455|16956|16955|16711|16519|16781|16710|16872
BatchTopK SAE,20260828,16,takeaway_order,747,22,61,20,0.45,0.0,0.31064322155271795,0.973276553724619,0.9970034246575343,0.880928511845375,2480|3835|132|168|3671|5488|2338|2336|2255|6112|169|170|5406|3021|3020|1043|4224|1379|4048|171
BatchTopK SAE,20260828,17,email_querycontact,814,26,254,20,0.6,0.934068055375491,0.6253693663819814,0.8894067353448727,0.8703981164383562,0.7683160579647696,16907|16532|13154|15982|15815|16583|16874|16797|16589|16529|1043|15948|7257|16975|9327|12329|16983|11146|8642|15488
BatchTopK SAE,20260828,18,iot_hue_lightup,2153,27,119,20,0.65,0.9927744539878083,0.4537595199822434,0.9007140428425706,0.8279109589041095,0.8011689020157494,5727|1071|3883|1756|80|6015|3762|2591|3700|962|3595|12675|4516|2906|2403|41|2075|1993|665|2082
BatchTopK SAE,20260828,19,recommendation_locations,9084,31,174,20,0.65,0.9927744539878083,0.575623146129992,0.9602183487649236,0.8760279212086439,0.48597075641833576,12930|11959|11706|11678|12066|11916|11778|11802|11796|12019|6663|10497|12020|13318|11947|11607|11677|13867|15113|4048
BatchTopK SAE,20260828,20,play_audiobook,6519,41,82,20,0.6,0.6098403047164004,0.317049193929506,0.724232753089403,0.6214024914089348,0.3711810001104083,9746|9856|4001|10338|9767|9896|9895|11733|9909|9732|9855|12104|11427|9718|11273|9897|4031|9520|10350|9700
BatchTopK SAE,20260828,21,lists_createoradd,8203,39,144,20,0.2,0.28639695711595625,0.6491827750879429,0.79196978053243,0.7406291834002677,0.7752800144718709,10756|11085|10757|10804|10940|10538|11023|10759|10776|10790|6980|10893|11250|10640|10494|10455|10493|10738|10827|11024
BatchTopK SAE,20260828,22,news_query,4584,124,322,20,1.0,0.6098403047164004,0.7123612320403534,0.8926616873100132,0.8543893805309735,0.7441063478343101,15214|3060|2651|2594|5930|178|424|5286|2315|5270|3603|3624|5297|1061|3605|4258|768|1474|4837|2386
BatchTopK SAE,20260828,23,alarm_query,6926,34,28,20,0.35,0.9709505944546686,0.12960260681407015,0.614599623080316,0.7114677775055134,0.3232052245186776,4851|9619|4121|13705|5122|5006|15686|4247|508|2283|201|13777|4145|7844|8795|8426|16353|4119|6405|1483
BatchTopK SAE,20260828,24,iot_wemo_on,112,10,11,11,0.09090909090909091,0.8453509366224364,0.41471047550528395,0.5482420554428669,0.497870528109029,0.44564577346185236,4154|16693|14555|16373|9909|9656|15155|4201|4240|13451|11764
BatchTopK SAE,20260828,25,general_joke,178,19,135,20,0.8,0.9927744539878083,0.7068514241766358,0.9721404222662454,0.9998580352072687,0.7390582704878969,6147|2721|4217|412|1256|4982|4216|1372|494|6517|8672|527|1158|5952|13074|1579|411|4913|13400|3330
BatchTopK SAE,20260828,26,qa_definition,2309,57,120,20,0.9,0.7219280948873623,0.5475729493320926,0.8360061954956095,0.8847739048516251,0.6328056060690196,13288|12963|12982|13069|13165|14622|13361|14378|13863|14879|14138|15127|13908|14995|13900|14761|14857|10125|13799|14791
BatchTopK SAE,20260828,27,social_query,5961,25,131,20,0.3,0.9709505944546686,0.194221360048399,0.6635813795446822,0.6230802047781571,0.7890939013949904,11426|15321|15304|11339|15444|11858|15249|11328|3398|15326|15181|11536|451|9940|15296|15785|5014|15906|16799|6650
BatchTopK SAE,20260828,28,music_settings,5728,6,18,18,0.0,0.9910760598382222,-0.002998787479668522,0.49696151249155973,0.4995741056218058,,6617|13172|6372|13221|14170|5365|10846|15794|12999|13101|9726|3785|10285|13310|6815|14115|2166|14169
BatchTopK SAE,20260828,30,calendar_remove,7709,67,290,20,0.45,0.8112781244591328,0.7827461549393598,0.9853627416176614,0.9687275433733703,0.7892195504992997,10895|8856|10590|11164|8888|10970|10743|10828|9015|6918|7836|10808|7820|8666|11053|10527|8516|4833|8732|10444
BatchTopK SAE,20260828,31,iot_hue_lightdim,4324,21,163,20,0.3,0.934068055375491,0.25844621710506516,0.8897668330990354,0.9579147267826512,0.8544503365086435,5481|6015|2207|3809|1048|5339|5611|5201|1715|3834|5823|3474|5219|3386|1933|3280|5165|1639|2128|1352
BatchTopK SAE,20260828,32,calendar_query,7150,126,52,20,0.5,0.8112781244591328,0.030984513232461933,0.5492554985869553,0.5745973938164608,,10493|10931|8782|10455|7316|7693|14272|13619|7690|8058|7319|7539|4376|7266|13312|10954|8914|2733|10081|8559
BatchTopK SAE,20260828,33,email_sendemail,4205,114,306,20,0.95,0.8112781244591328,0.8886598049755213,0.9734460099091458,0.9835362318840579,0.9100637628541517,16851|15942|17011|16622|16314|16496|16005|17043|15796|16780|16995|16297|16630|15756|16377|17143|16838|17113|16375|17019
BatchTopK SAE,20260828,34,iot_cleaning,4911,26,71,20,0.95,0.0,0.7500065507786609,0.9412618313026199,0.8999145299145299,0.9679204074421899,292|1575|2903|864|4013|5697|2959|1151|1924|1059|4043|2434|2960|290|4240|4201|3841|635|2517|843
BatchTopK SAE,20260828,35,audio_volume_down,537,11,28,20,0.0,0.6098403047164004,0.05542416538561168,0.4952654717619209,0.49744463373083475,0.8178746144074998,6295|15635|15703|14857|10426|5577|5037|5912|15138|6243|14701|13340|12824|12759|4244|4712|5573|3320|15382|738
BatchTopK SAE,20260828,36,play_radio,8994,72,114,20,1.0,0.8812908992306927,0.6906032618001657,0.9212011778698588,0.8916480654761904,0.9244617411951377,9326|9520|9361|9561|9321|9317|9362|9237|9384|9601|9353|9212|9225|9394|9542|9408|9303|9406|9471|9250
BatchTopK SAE,20260828,38,datetime_convert,5799,15,73,20,0.0,0.0,-0.0037705616271125606,0.4876396884524213,0.49744897959183676,-0.0037888987112721104,12999|9303|6616|13439|13758|15020|16992|16165|9856|17052|14126|16801|13252|5820|13363|14605|9594|540|7686|15809
BatchTopK SAE,20260828,39,qa_maths,8695,25,12,12,0.75,0.8112781244591328,0.5818566471662114,0.6796738022426094,0.7495748299319729,0.8683965306236718,13122|13460|14223|13172|13552|14615|13310|13459|13040|9471|9678|15382
BatchTopK SAE,20260828,40,iot_hue_lightoff,4148,43,76,20,0.7,0.28639695711595625,0.14859973194314854,0.8914768435698669,0.9974763745704468,0.8662190315588197,3993|3098|2774|2711|4346|999|914|6041|651|730|369|3883|1071|1993|5047|2298|1750|5727|3570|3008
BatchTopK SAE,20260828,41,iot_hue_lighton,6453,3,35,20,0.0,0.28639695711595625,0.1261602457414749,0.49409780775716694,0.49830220713073003,-0.0029388312480591694,14382|12951|12294|6764|13867|6073|1071|4461|2578|16891|5919|15137|12558|15652|12844|11677|2350|31|3570|10317
BatchTopK SAE,20260828,42,transport_query,5974,51,179,20,0.6,0.0,0.5385035568468097,0.9092070149966055,0.9333524574488429,0.8279238466726461,12436|12213|12759|12366|12618|13215|12281|12722|12452|12437|6403|12446|9182|12908|12354|12293|12381|12166|12245|12818
BatchTopK SAE,20260828,43,music_likeness,2818,36,78,20,0.35,0.9927744539878083,0.430077075809635,0.6430432393512203,0.6954700854700855,0.5281627470351261,150|3030|4671|9871|931|8358|6994|71|8539|3029|8037|11470|6243|5229|7751|9541|6550|1745|5707|8541
BatchTopK SAE,20260828,44,email_query,1522,119,268,20,0.6,0.9709505944546686,0.7508754964236075,0.9747412478504915,0.9579978529253893,0.8493837811867172,17069|16170|16459|15785|16791|15942|15968|16914|17043|16846|17051|16455|16052|16005|17156|16924|17116|16263|16911|16642
BatchTopK SAE,20260828,45,play_music,3421,176,407,20,0.35,0.9927744539878083,0.7644897509045614,0.946769585178432,0.9442902997660628,0.8422301155544593,2093|5401|379|1677|9364|1807|4960|4040|5531|2387|2355|5261|1047|3433|5250|5229|3912|2373|182|4560
BatchTopK SAE,20260828,46,audio_volume_mute,228,32,87,20,0.75,0.8812908992306927,0.45645091767405704,0.8858566076294279,0.8310502283105022,0.8041055828994004,2205|2795|189|5813|5525|3582|3812|3837|2207|608|2206|6166|12104|13346|4653|3460|6371|804|3|3581
BatchTopK SAE,20260828,47,social_post,369,81,165,20,0.75,0.7219280948873623,0.8388607821820823,0.8933618990194443,0.8168417900696864,0.8996524591139099,15556|15401|15723|15333|6500|15508|15177|15275|15670|15280|15706|15513|15445|15647|15337|15459|15276|15557|15271|15208
BatchTopK SAE,20260828,48,alarm_set,5167,41,235,20,0.4,0.0,0.803486148631723,0.9452698592582098,0.9915606845658659,0.8626589092616733,862|1862|4121|5365|1635|1509|174|1646|5292|8867|4851|1454|2985|1774|533|3986|5006|861|939|8741
BatchTopK SAE,20260828,49,qa_factoid,598,141,80,20,0.65,0.9709505944546686,0.3724472474045499,0.5909442132225476,0.7105208333333334,0.746160465388305,12951|14770|12972|14395|14567|13625|14505|11861|14440|13115|14684|14884|14746|11802|13853|13591|13855|9871|1047|6366
BatchTopK SAE,20260828,50,calendar_set,7542,209,68,20,0.65,0.934068055375491,0.12299341861416335,0.5651369766800606,0.6106590909090908,0.07329326290037368,7450|7596|6744|16729|7057|7463|7055|9700|7774|7449|8496|7196|9095|6836|6431|7662|6865|13215|6937|6856
BatchTopK SAE,20260828,51,play_game,118,35,35,20,0.85,0.4689955935892812,0.3810355550106073,0.769967366421509,0.8426761168384881,0.4889944433189665,10260|10350|10247|10365|10288|10276|10296|10292|10381|10346|10339|10352|10338|10335|11024|14653|10321|8694|10256|10317
BatchTopK SAE,20260828,52,alarm_remove,1158,21,116,20,0.4,0.0,0.1482104389412439,0.9430736665212403,0.8644406392694064,0.7837630764770613,6162|5292|5051|862|3771|2985|399|884|796|861|920|8867|3435|1454|1774|4145|1646|1483|508|2983
BatchTopK SAE,20260828,53,lists_remove,7086,52,96,20,0.65,0.0,0.053947703603686184,0.7804750976047273,0.570999754962019,-0.002378217384808771,10825|10508|4833|10527|10462|10433|11023|8516|10590|8856|10790|10565|10568|7890|4017|6928|11024|10887|11168|6918
BatchTopK SAE,20260828,54,transport_taxi,4864,23,35,20,0.95,0.8812908992306927,0.7362666175224389,0.9562117073890899,1.0,0.9644398249833389,12212|12299|12213|12710|12608|12161|12844|12329|12383|12553|12745|12244|12558|12121|12377|12905|12452|12716|16797|12779
BatchTopK SAE,20260828,55,recommendation_movies,8842,20,34,20,0.65,0.8812908992306927,0.5435135395039146,0.8231088873812754,0.9975865985235661,0.7186668554363678,11920|6621|11871|11862|11633|6290|11812|11634|11990|11695|6127|11600|13181|11987|6495|11858|6892|13536|11861|11636
BatchTopK SAE,20260828,56,iot_coffee,2927,36,78,20,0.95,0.9927744539878083,0.909268876033199,0.9714927239654388,1.0,0.8946065489617792,6034|4244|2512|2026|4084|448|6061|5149|2868|3568|6060|2288|4271|5917|2753|1812|12526|2733|4443|3323
BatchTopK SAE,20260828,57,music_query,4418,35,78,20,0.55,0.8112781244591328,0.4323957775226729,0.8524280356534022,0.8286479250334672,0.6929152928210903,2387|2355|484|1940|3178|4560|4998|3864|1176|6014|5261|6134|5912|150|4671|3030|5544|1777|4477|8681
BatchTopK SAE,20260828,58,play_podcasts,1559,63,166,20,1.0,0.9709505944546686,0.6844172973266011,0.9246755730404611,0.9464655172413793,0.8004781821861583,11409|11474|11345|11459|11539|11279|11318|11259|11303|11417|11438|11340|11296|11270|11458|11368|11470|11366|11376|11505
BatchTopK SAE,20260828,59,lists_query,8633,51,54,20,0.85,0.9927744539878083,0.11593164091160264,0.7220485726001062,0.7838152413624111,0.4976214620153755,10760|11107|10868|10957|11172|10851|10979|16131|2684|11081|10577|10805|10590|11075|10956|10684|10757|10493|10588|11426
BatchTopK SAE,20260829,0,datetime_query,7925,88,223,20,0.6,0.934068055375491,0.4396518445646087,0.7819089330808081,0.769768115942029,0.6293406169275596,7291|1266|3091|2309|4253|1014|7319|4112|8079|5997|2801|11177|4813|4772|197|4121|974|4362|4882|4336
BatchTopK SAE,20260829,1,iot_hue_lightchange,5641,36,37,20,0.9,0.6098403047164004,0.3929253892642668,0.888178338638775,0.7482935153583619,0.7590668960871018,2551|263|4249|4826|1960|3542|456|2542|3050|4247|2540|3280|4248|3734|897|2283|4803|1217|1427|2264
BatchTopK SAE,20260829,2,transport_ticket,8025,35,87,20,0.85,0.6098403047164004,0.5041571317632995,0.9698991768545127,0.9988360695907865,0.912063084701335,12873|12306|12874|12511|12162|5128|12308|12604|12340|12160|12802|12536|12618|12453|12722|12381|12724|12537|12281|12166
BatchTopK SAE,20260829,3,takeaway_query,5505,35,27,20,0.45,0.6098403047164004,0.226932296476878,0.6261945350932735,0.6229309360730594,0.47102615563905265,2773|2035|2165|2684|3413|2432|4272|4224|4934|6325|2208|16930|16010|14545|6594|7894|168|15231|8345|10132
BatchTopK SAE,20260829,4,qa_stock,17,26,82,20,0.85,0.0,0.8733872840163676,0.9600481096062333,0.963856897819162,0.8197302999857022,14644|14475|14820|14904|4606|14473|14544|14090|14253|13934|14342|5016|14189|13734|14874|14555|14925|451|2995|14926
BatchTopK SAE,20260829,5,general_greet,1409,1,1,1,0.0,0.0,0.0,0.4998314796090327,0.5,,6014
BatchTopK SAE,20260829,6,recommendation_events,1868,43,140,20,0.55,0.4689955935892812,0.43988282849108473,0.8628225004969191,0.8092322185586434,0.4792221316769141,7013|11839|8822|13619|12008|11999|6891|7613|11616|8029|11585|7113|6928|11798|11770|11782|11767|6860|7980|7946
